,,Stock Level,,,,,,,,
 ,,,,,,,,,,
,,,,,,,,,,2023 09:24:14
Barcode,Stock Code,Description,Supplier,,Location,,On Order,Reserved,On Hand,
A,,CIGARETTES & CIGARS,,,,,,,,
,,,,,,,,,,
5390347000708,121416,DRUIDS 440ML 4 PACK CAN 5.7%,BARRYS,,,,0,0,20.00,
,,,,,,,,,,
5390347000845,121415,DRUIDS 440ML 6 PACK CAN 5.7%,BARRYS,,,,0,0,41.00,
7393714518903,,KOPP STRAWBERRY & LIME N/A,MISC,,,,0,0,32.00,
,,BTL,,,,,,,,
7393714515902,78980,KOPP/B MIXED FRUIT BOT 500ML,BARRYS,,,,0,0,32.00,
,,4%,,,,,,,,
7393714897602,121540,KOPP/B MXD FR CAN 500 4PK,BARRYS,,,,0,0,20.00,
,,PM11.5 4%,,,,,,,,
7393714897589,121541,KOPP/B STR&LI CAN 500 4PK,BARRYS,,,,0,0,57.00,
,,PM11.5 4%,,,,,,,,
7393714515506,79041,KOPP/B STRAW+LIME BOT,BARRYS,,,,0,0,33.00,
,,500ML 4%,,,,,,,,
,,,,,,,,,,
5391516884358,73847,LINDEN VILLAGE 1LTR PET 5%,BARRYS,,,,0,0,522.00,
5391516884280,78343,LINDEN VILLAGE 500ML 4 PK,BARRYS,,,,0,0,380.00,
,,CAN 5%,,,,,,,,
5035766049135,89503,ORCHARD THV 4PK 500ML CAN ,BARRYS,,,,0,0,40.00,
,,4.5%,,,,,,,,
5035766046028,56839,ORCHARD THV CID CAN 500ML,BARRYS,,,,0,0,27.00,
,,8PK 4.5%,,,,,,,,
Created using Rs-BackOffice v123.3.2 - www.RetailSolutions.ie,,,,,,,,,Page : 6 / ,21
